c  
c  This is the s-p data from Anstee and O'Mara 1995, MNRAS 276,859
c  
.327  .328  .332  .336  .344  .354  .366  .382  .398  .415  .436  .457  .474  .484  .491  .500  .505  .517  .527  .537  .539  .555  .579  .593  .577  .542  .493  .461  .431  .461  .566  .689  .601  .631  .652  .673  .693  .730  .774  .811  .861  .944  .875  
.390  .391  .396  .405  .412  .424  .437  .451  .466  .483  .500  .521  .538  .548  .553  .558  .562  .569  .578  .583  .588  .601  .623  .639  .629  .604  .563  .530  .484  .490  .585  .716  .622  .690  .716  .723  .738  .776  .825  .869  .927  .005  .937  
.495  .496  .502  .510  .518  .531  .542  .554  .568  .581  .596  .614  .631  .642  .648  .651  .651  .656  .661  .664  .664  .678  .688  .702  .695  .676  .639  .611  .564  .552  .622  .743  .648  .728  .785  .802  .803  .831  .879  .928  .995  .076  .001  
.612  .614  .620  .627  .637  .649  .660  .671  .683  .695  .707  .721  .737  .749  .755  .758  .756  .757  .759  .759  .753  .767  .761  .771  .763  .745  .711  .690  .643  .626  .680  .786  .675  .749  .828  .870  .879  .901  .941  .988  .059  .145  .062  
.728  .730  .736  .745  .756  .768  .781  .792  .804  .814  .825  .837  .851  .862  .869  .871  .868  .866  .863  .861  .850  .861  .840  .844  .832  .813  .779  .761  .716  .700  .750  .848  .710  .769  .849  .913  .943  .972  .013  .055  .122  .208  .123  
.839  .842  .848  .858  .869  .884  .899  .912  .923  .932  .942  .952  .963  .972  .978  .980  .976  .972  .966  .962  .947  .954  .920  .915  .900  .878  .842  .824  .781  .765  .817  .920  .752  .795  .864  .933  .984  .028  .081  .125  .186  .266  .183  
.946  .949  .956  .966  .978  .994  .011  .025  .036  .044  .052  .059  .067  .073  .078  .079  .075  .068  .059  .055  .035  .040  .996  .984  .964  .940  .899  .877  .838  .819  .874  .987  .798  .828  .880  .943  .001  .060  .131  .187  .248  .316  .245  
.045  .049  .056  .068  .080  .097  .115  .129  .139  .146  .151  .156  .160  .164  .165  .165  .160  .152  .141  .137  .114  .117  .065  .048  .025  .997  .952  .925  .887  .864  .918  .042  .843  .864  .902  .952  .006  .073  .158  .231  .300  .358  .309  
.135  .140  .148  .160  .173  .190  .207  .221  .231  .237  .240  .242  .243  .243  .242  .239  .233  .224  .210  .207  .182  .182  .126  .105  .078  .049  .000  .967  .928  .901  .953  .081  .880  .898  .928  .966  .009  .073  .164  .252  .334  .390  .369  
.214  .219  .228  .242  .255  .271  .287  .300  .310  .316  .318  .318  .316  .312  .308  .302  .294  .283  .268  .265  .238  .237  .177  .154  .124  .092  .041  .005  .965  .932  .979  .106  .906  .924  .951  .982  .014  .068  .157  .253  .348  .410  .416  
.281  .287  .297  .311  .325  .341  .355  .368  .378  .384  .386  .384  .379  .372  .365  .356  .345  .333  .315  .313  .284  .280  .218  .192  .159  .126  .075  .037  .996  .956  .998  .121  .920  .939  .967  .995  .019  .061  .143  .241  .343  .418  .442  
.345  .351  .360  .373  .385  .399  .412  .422  .430  .434  .434  .430  .424  .414  .404  .392  .379  .365  .348  .346  .318  .314  .253  .227  .194  .157  .105  .066  .026  .983  .025  .150  .948  .962  .991  .014  .029  .062  .137  .239  .348  .431  .456  
  
